timestamp_s,power_mw,sm_clock_mhz
1776366896.749,57885,960
1776366896.852,57885,960
1776366896.954,222184,960
1776366897.060,226799,960
1776366897.163,225870,960
1776366897.265,230758,960
1776366897.368,195247,960
1776366897.470,181450,960
1776366897.573,194037,960
1776366897.676,192969,960
1776366897.778,192170,960
1776366897.881,193709,960
1776366897.985,197394,960
1776366898.087,195575,960
1776366898.190,193634,960
1776366898.293,194037,960
1776366898.395,194318,960
1776366898.498,197995,960
1776366898.600,193107,960
1776366898.703,193907,960
1776366898.805,194919,960
1776366898.908,195575,960
1776366899.012,193634,960
1776366899.114,193709,960
1776366899.217,194646,960
1776366899.320,198526,960
1776366899.423,193907,960
1776366899.526,193305,960
1776366899.628,194517,960
1776366899.731,196987,960
1776366899.833,193503,960
1776366899.944,193503,960
1776366900.047,193167,960
1776366900.149,198198,960
1776366900.252,194517,960
1776366900.355,193503,960
1776366900.457,195119,960
1776366900.560,195647,960
1776366900.665,198127,960
1776366900.768,193167,960
1776366900.870,193503,960
1776366900.973,196257,960
1776366901.075,194716,960
1776366901.178,194106,960
1776366901.281,194716,960
1776366901.383,195318,960
1776366901.486,198401,960
1776366901.588,193503,960
1776366901.691,195318,960
1776366901.794,196257,960
1776366901.897,196257,960
1776366901.999,195044,960
1776366902.102,194434,960
1776366902.205,195318,960
1776366902.307,193167,960
1776366902.411,194106,960
1776366902.514,195318,960
1776366902.616,196257,960
1776366902.719,194106,960
1776366902.823,193167,960
1776366902.926,193503,960
1776366903.028,198730,960
1776366903.131,193832,960
1776366903.234,193503,960
1776366903.336,194716,960
1776366903.439,196586,960
1776366903.541,198730,960
1776366903.644,193167,960
1776366903.747,193832,960
1776366903.850,197188,960
1776366903.953,195318,960
1776366904.056,194716,960
1776366904.158,195044,960
1776366904.261,193503,960
1776366904.364,199011,960
1776366904.467,193832,960
1776366904.569,195318,960
1776366904.672,196586,960
1776366904.774,198730,960
1776366904.884,197799,960
1776366904.987,194716,960
1776366905.090,193832,960
1776366905.192,194716,960
1776366905.295,198401,960
1776366905.397,194106,960
1776366905.500,193832,960
1776366905.603,195318,960
1776366905.705,198127,960
1776366905.809,194434,960
1776366905.911,193832,960
1776366906.014,195318,960
1776366906.117,200553,960
1776366906.219,195976,960
1776366906.322,195318,960
1776366906.425,194716,960
1776366906.527,198808,960
1776366906.630,194517,960
1776366906.733,193305,960
1776366906.837,194235,960
1776366906.940,199410,960
1776366907.042,196057,960
1776366907.145,195119,960
1776366907.248,195119,960
1776366907.351,198808,960
1776366907.454,194235,960
1776366907.556,195447,960
1776366907.659,196057,960
1776366907.762,196987,960
1776366907.865,194845,960
1776366907.968,193907,960
1776366908.070,194517,960
1776366908.173,199410,960
1776366908.276,195447,960
1776366908.378,195447,960
1776366908.481,196385,960
1776366908.583,197596,960
1776366908.686,194845,960
1776366908.789,194235,960
1776366908.893,194517,960
1776366908.996,199136,960
1776366909.099,194517,960
1776366909.202,195775,960
1776366909.304,195775,960
