timestamp_s,power_mw,sm_clock_mhz
1776358517.812,57945,915
1776358517.917,58159,915
1776358518.019,218226,915
1776358518.122,221857,915
1776358518.225,225534,915
1776358518.327,224933,915
1776358518.430,202825,915
1776358518.533,184442,915
1776358518.636,200074,915
1776358518.739,197596,915
1776358518.841,197925,915
1776358518.944,193305,915
1776358519.047,200348,915
1776358519.150,200348,915
1776358519.252,199533,915
1776358519.355,200074,915
1776358519.458,199136,915
1776358519.561,199136,915
1776358519.664,199136,915
1776358519.767,199410,915
1776358519.870,199136,915
1776358519.972,199136,915
1776358520.075,199738,915
1776358520.178,200074,915
1776358520.281,200074,915
1776358520.384,200074,915
1776358520.486,200949,915
1776358520.589,200074,915
1776358520.692,199942,915
1776358520.795,197188,915
1776358520.898,196586,915
1776358521.000,193832,915
1776358521.103,193832,915
1776358521.206,200553,915
1776358521.308,200881,915
1776358521.411,201155,915
1776358521.514,201155,915
1776358521.616,200881,915
1776358521.719,201155,915
1776358521.823,201484,915
1776358521.925,200279,915
1776358522.028,199614,915
1776358522.131,199340,915
1776358522.234,199614,915
1776358522.336,195976,915
1776358522.439,195976,915
1776358522.548,196257,915
1776358522.652,196257,915
1776358522.755,195318,915
1776358522.857,195976,915
1776358522.960,195318,915
1776358523.063,195976,915
1776358523.165,196257,915
1776358523.268,196586,915
1776358523.371,195976,915
1776358523.473,195318,915
1776358523.576,196586,915
1776358523.679,192290,915
1776358523.781,200553,915
1776358523.884,199942,915
1776358523.986,199942,915
1776358524.089,199614,915
1776358524.192,195647,915
1776358524.295,195976,915
1776358524.399,195976,915
1776358524.502,195976,915
1776358524.605,196860,915
1776358524.708,201765,915
1776358524.811,201765,915
1776358524.914,200881,915
1776358525.016,200553,915
1776358525.119,199942,915
1776358525.222,199942,915
1776358525.324,200553,915
1776358525.427,200553,915
1776358525.530,200881,915
1776358525.633,201484,915
1776358525.735,201484,915
1776358525.838,202094,915
1776358525.941,201765,915
1776358526.043,200553,915
1776358526.146,200553,915
1776358526.249,199340,915
1776358526.352,199340,915
1776358526.455,200074,915
1776358526.557,200074,915
1776358526.660,200348,915
1776358526.763,192094,915
1776358526.865,192969,915
1776358526.968,200676,915
1776358527.071,202489,915
1776358527.180,202216,915
1776358527.283,201887,915
1776358527.386,202825,915
1776358527.488,202216,915
1776358527.591,200676,915
1776358527.694,193634,915
1776358527.796,198808,915
1776358527.899,199136,915
1776358528.002,199136,915
1776358528.106,200676,915
1776358528.208,200074,915
1776358528.311,200676,915
1776358528.414,201559,915
1776358528.516,199738,915
1776358528.619,192094,915
1776358528.722,192094,915
1776358528.824,202009,915
1776358528.927,202891,915
1776358529.031,202618,915
1776358529.134,201353,915
1776358529.237,199869,915
1776358529.340,192170,915
1776358529.443,192170,915
1776358529.546,202009,915
1776358529.648,200744,915
1776358529.751,200744,915
1776358529.854,201072,915
1776358529.957,201072,915
1776358530.059,200470,915
1776358530.162,192498,915
1776358530.265,192498,915
1776358530.367,192498,915
1776358530.470,200744,915
1776358530.573,201072,915
1776358530.675,201072,915
1776358530.778,200470,915
1776358530.883,200744,915
1776358530.985,199869,915
1776358531.088,200142,915
1776358531.191,192170,915
1776358531.293,201681,915
1776358531.396,201353,915
1776358531.499,201072,915
1776358531.605,201072,915
1776358531.708,200744,915
1776358531.811,200744,915
1776358531.913,199533,915
1776358532.016,199206,915
1776358532.119,192772,915
1776358532.221,192498,915
1776358532.324,200744,915
1776358532.427,201681,915
1776358532.530,201353,915
1776358532.634,200744,915
1776358532.736,201353,915
1776358532.839,200744,915
1776358532.942,199869,915
1776358533.045,198932,915
1776358533.148,192772,915
1776358533.251,193107,915
1776358533.353,193107,915
1776358533.456,200470,915
1776358533.560,201072,915
1776358533.663,201072,915
1776358533.766,201072,915
1776358533.869,198932,915
1776358533.971,198932,915
1776358534.074,193107,915
1776358534.176,193107,915
1776358534.279,201353,915
1776358534.381,201353,915
1776358534.484,201353,915
1776358534.587,201072,915
1776358534.690,201072,915
1776358534.792,199869,915
1776358534.895,199206,915
1776358534.998,193107,915
1776358535.100,192498,915
1776358535.203,201072,915
1776358535.306,200470,915
1776358535.408,201353,915
1776358535.511,201072,915
1776358535.614,201353,915
1776358535.716,199533,915
1776358535.819,198932,915
1776358535.921,193709,915
1776358536.024,193709,915
1776358536.126,201353,915
1776358536.232,201072,915
1776358536.335,200470,915
1776358536.439,200744,915
1776358536.542,199206,915
1776358536.644,198604,915
1776358536.747,198323,915
1776358536.849,193107,915
1776358536.952,193435,915
1776358537.054,201353,915
1776358537.157,201072,915
1776358537.260,202009,915
1776358537.363,201072,915
1776358537.466,199206,915
1776358537.569,198932,915
1776358537.672,198604,915
1776358537.775,193435,915
1776358537.878,193435,915
1776358537.981,201072,915
1776358538.084,200470,915
1776358538.186,200470,915
1776358538.291,200470,915
1776358538.395,197995,915
1776358538.497,197995,915
1776358538.600,193709,915
1776358538.703,194318,915
1776358538.805,201072,915
1776358538.908,201072,915
1776358539.011,201887,915
1776358539.114,201353,915
1776358539.218,202216,915
1776358539.320,199410,915
1776358539.423,198526,915
1776358539.526,193634,915
1776358539.628,193634,915
1776358539.731,201353,915
1776358539.834,200676,915
1776358539.936,200470,915
1776358540.039,200676,915
1776358540.144,201278,915
1776358540.247,198526,915
1776358540.349,198401,915
1776358540.452,194716,915
1776358540.555,194434,915
1776358540.661,202094,915
1776358540.763,201765,915
1776358540.867,201155,915
1776358540.969,200881,915
1776358541.072,197799,915
1776358541.175,198730,915
1776358541.278,194235,915
1776358541.380,194434,915
1776358541.483,194434,915
1776358541.586,194716,915
1776358541.689,201155,915
1776358541.792,200881,915
1776358541.895,200881,915
1776358541.997,200881,915
1776358542.100,201484,915
1776358542.203,201155,915
1776358542.306,198127,915
1776358542.409,198401,915
1776358542.511,196586,915
1776358542.614,196586,915
1776358542.717,196257,915
1776358542.821,202094,915
1776358542.925,200881,915
1776358543.027,200881,915
1776358543.130,200881,915
1776358543.232,196860,915
1776358543.335,196860,915
1776358543.437,196860,915
1776358543.540,197188,915
1776358543.643,196860,915
1776358543.747,196257,915
1776358543.849,201765,915
1776358543.952,202696,915
1776358544.054,202094,915
1776358544.157,201155,915
1776358544.259,202094,915
1776358544.362,202094,915
1776358544.465,201484,915
1776358544.567,201484,915
1776358544.670,200553,915
1776358544.774,200881,915
1776358544.876,199942,915
1776358544.979,195647,915
1776358545.082,195318,915
1776358545.187,196586,915
1776358545.290,196257,915
1776358545.393,196586,915
1776358545.496,196586,915
1776358545.599,194434,915
1776358545.701,193832,915
1776358545.804,194106,915
1776358545.907,194106,915
1776358546.009,199340,915
1776358546.112,200279,915
1776358546.214,200074,915
1776358546.317,200949,915
1776358546.419,203701,915
1776358546.522,202825,915
1776358546.626,202825,915
1776358546.728,202216,915
1776358546.831,201278,915
1776358546.934,194517,915
1776358547.037,193907,915
1776358547.139,200348,915
1776358547.242,201278,915
1776358547.345,202216,915
1776358547.447,202825,915
1776358547.551,203427,915
1776358547.654,200676,915
1776358547.756,200676,915
1776358547.859,193305,915
1776358547.961,193305,915
1776358548.064,203099,915
1776358548.166,202825,915
1776358548.269,201353,915
1776358548.372,202618,915
1776358548.474,202618,915
1776358548.579,200470,915
1776358548.682,201072,915
1776358548.784,192170,915
1776358548.887,203820,915
1776358548.990,204156,915
1776358549.092,202282,915
1776358549.195,202282,915
1776358549.298,202009,915
1776358549.401,201681,915
1776358549.504,200142,915
1776358549.606,200470,915
1776358549.709,192772,915
1776358549.815,202282,915
1776358549.917,201353,915
1776358550.020,202009,915
1776358550.123,201681,915
1776358550.226,201681,915
1776358550.328,200470,915
1776358550.431,199869,915
1776358550.534,192498,915
1776358550.636,192498,915
1776358550.739,201072,915
1776358550.841,201353,915
1776358550.944,200744,915
1776358551.047,200744,915
1776358551.149,200470,915
1776358551.253,200744,915
1776358551.356,200470,915
1776358551.459,201681,915
1776358551.561,193107,915
1776358551.664,202009,915
1776358551.767,201353,915
1776358551.870,201353,915
1776358551.972,201072,915
1776358552.075,200744,915
1776358552.178,192772,915
1776358552.283,192170,915
1776358552.386,201072,915
1776358552.488,201353,915
1776358552.592,201353,915
1776358552.694,201072,915
1776358552.797,201353,915
1776358552.899,199869,915
1776358553.003,199869,915
1776358553.106,193435,915
1776358553.209,193435,915
1776358553.312,201353,915
1776358553.414,201681,915
1776358553.517,201353,915
1776358553.620,202009,915
1776358553.722,201681,915
1776358553.825,199869,915
1776358553.927,199869,915
1776358554.030,193709,915
1776358554.133,193435,915
1776358554.236,200744,915
1776358554.339,200744,915
1776358554.444,201072,915
1776358554.547,201072,915
1776358554.650,201353,915
1776358554.752,200470,915
1776358554.855,200142,915
1776358554.959,200142,915
1776358555.061,193435,915
1776358555.164,193435,915
1776358555.266,201681,915
1776358555.369,201072,915
1776358555.471,201353,915
1776358555.574,200470,915
1776358555.677,201072,915
1776358555.779,198932,915
1776358555.882,198932,915
1776358555.985,199533,915
1776358556.088,193107,915
1776358556.190,194318,915
1776358556.293,202009,915
1776358556.396,202282,915
1776358556.498,202282,915
1776358556.601,201681,915
1776358556.704,201353,915
1776358556.806,198808,915
1776358556.911,194318,915
1776358557.014,194318,915
1776358557.116,194037,915
1776358557.219,201072,915
1776358557.321,201353,915
1776358557.424,201072,915
1776358557.527,201072,915
1776358557.629,201353,915
1776358557.732,199533,915
1776358557.835,200142,915
1776358557.938,193634,915
1776358558.042,193907,915
1776358558.144,201072,915
1776358558.247,201559,915
1776358558.350,201887,915
1776358558.452,201887,915
1776358558.555,201681,915
1776358558.657,199136,915
1776358558.760,198604,915
1776358558.864,195119,915
1776358558.966,194235,915
1776358559.069,201559,915
1776358559.176,200744,915
1776358559.278,200470,915
1776358559.381,200949,915
1776358559.484,200949,915
1776358559.590,199136,915
1776358559.692,199410,915
1776358559.795,195447,915
1776358559.897,194845,915
1776358560.000,195318,915
1776358560.103,202696,915
1776358560.205,201765,915
1776358560.308,201765,915
1776358560.411,200881,915
1776358560.516,200949,915
1776358560.619,198730,915
1776358560.721,199011,915
1776358560.824,195044,915
1776358560.926,195647,915
1776358561.029,195318,915
1776358561.132,201765,915
1776358561.234,202094,915
1776358561.337,200553,915
1776358561.440,200553,915
1776358561.542,197188,915
1776358561.645,195318,915
1776358561.748,195044,915
1776358561.850,195647,915
1776358561.953,195647,915
1776358562.056,196257,915
1776358562.158,202423,915
1776358562.261,201765,915
1776358562.363,202094,915
1776358562.466,201765,915
1776358562.569,201484,915
1776358562.672,200279,915
1776358562.774,198401,915
1776358562.877,198730,915
1776358562.979,198401,915
1776358563.082,196860,915
1776358563.185,195044,915
1776358563.287,195976,915
1776358563.390,196860,915
1776358563.493,202094,915
1776358563.595,202423,915
1776358563.698,201484,915
1776358563.804,202423,915
1776358563.907,202423,915
1776358564.009,201765,915
1776358564.112,197470,915
1776358564.214,197188,915
1776358564.317,196257,915
1776358564.421,195976,915
1776358564.523,195976,915
1776358564.626,200881,915
1776358564.728,201765,915
1776358564.831,201765,915
1776358564.934,202094,915
1776358565.036,201484,915
1776358565.139,202094,915
1776358565.241,197799,915
1776358565.344,197799,915
1776358565.447,198730,915
1776358565.550,202423,915
1776358565.652,202094,915
1776358565.755,201155,915
1776358565.857,200881,915
1776358565.960,195647,915
1776358566.062,195647,915
1776358566.165,197799,915
1776358566.269,201484,915
1776358566.373,201155,915
1776358566.476,201484,915
1776358566.578,202423,915
1776358566.681,202630,915
1776358566.783,202094,915
1776358566.886,201484,915
1776358566.989,202696,915
1776358567.091,202696,915
1776358567.194,196458,915
1776358567.297,196176,915
1776358567.400,195847,915
1776358567.502,194633,915
1776358567.605,193167,915
1776358567.707,192761,915
1776358567.810,199818,915
1776358567.913,201484,915
1776358568.015,201484,915
1776358568.118,203307,915
1776358568.220,202423,915
1776358568.323,203635,915
1776358568.426,203427,915
1776358568.532,202825,915
1776358568.634,194235,915
1776358568.737,193167,915
1776358568.840,203701,915
1776358568.942,202423,915
1776358569.045,201887,915
1776358569.148,202489,915
1776358569.251,202489,915
1776358569.354,200881,915
1776358569.456,200348,915
1776358569.559,192564,915
1776358569.662,193503,915
1776358569.764,202489,915
1776358569.867,201278,915
1776358569.970,201559,915
1776358570.072,201765,915
1776358570.175,200881,915
1776358570.278,199942,915
1776358570.381,192893,915
1776358570.483,204574,915
1776358570.586,203307,915
1776358570.689,202696,915
1776358570.791,201559,915
1776358570.894,202216,915
1776358570.998,200074,915
1776358571.101,200676,915
1776358571.204,192969,915
1776358571.307,192696,915
