timestamp_s,power_mw,sm_clock_mhz
1776369050.192,71258,1305
1776369050.297,71258,1305
1776369050.400,375708,1305
1776369050.502,375982,1305
1776369050.632,292557,1305
1776369050.735,264001,1305
1776369050.837,264604,1305
1776369050.940,263727,1305
1776369051.044,264334,1305
1776369051.147,263061,1305
1776369051.250,264933,1305
1776369051.353,264604,1305
1776369051.456,263731,1305
1776369051.559,264334,1305
1776369051.662,265601,1305
1776369051.765,263121,1305
1776369051.869,264662,1305
1776369051.972,263731,1305
1776369052.075,265875,1305
1776369052.178,263731,1305
1776369052.280,263458,1305
1776369052.383,265273,1305
1776369052.486,264334,1305
1776369052.588,264334,1305
1776369052.691,273261,1305
1776369052.794,265273,1305
1776369052.897,264060,1305
1776369052.999,264060,1305
1776369053.102,264334,1305
1776369053.204,265273,1305
1776369053.307,264662,1305
1776369053.410,265875,1305
1776369053.512,264944,1305
1776369053.616,264334,1305
1776369053.718,255133,1305
1776369053.821,248694,1305
1776369053.924,265273,1305
1776369054.026,264334,1305
1776369054.129,265273,1305
1776369054.231,265273,1305
1776369054.334,264944,1305
1776369054.437,265601,1305
1776369054.540,264334,1305
1776369054.643,273535,1305
1776369054.746,265875,1305
1776369054.848,264944,1305
1776369054.951,264662,1305
1776369055.053,264944,1305
1776369055.156,264662,1305
1776369055.259,266212,1305
1776369055.361,264662,1305
1776369055.464,264944,1305
1776369055.568,265875,1305
1776369055.671,265273,1305
1776369055.773,264944,1305
1776369055.876,264944,1305
1776369055.979,264662,1305
1776369056.082,264662,1305
1776369056.184,265601,1305
1776369056.287,266814,1305
1776369056.392,265273,1305
1776369056.494,265939,1305
1776369056.598,264662,1305
1776369056.700,264944,1305
1776369056.803,265601,1305
1776369056.905,265273,1305
1776369057.008,264944,1305
1776369057.111,264662,1305
1776369057.214,266212,1305
1776369057.317,264944,1305
1776369057.420,264944,1305
1776369057.523,265273,1305
1776369057.625,264944,1305
1776369057.728,266485,1305
1776369057.830,265273,1305
1776369057.933,265601,1305
1776369058.036,265875,1305
1776369058.139,265601,1305
1776369058.242,266212,1305
1776369058.345,264944,1305
1776369058.448,265273,1305
1776369058.550,264944,1305
1776369058.653,267088,1305
1776369058.755,276015,1305
1776369058.858,265273,1305
1776369058.960,265875,1305
1776369059.063,265601,1305
1776369059.167,265273,1305
1776369059.270,264662,1305
1776369059.373,265273,1305
1776369059.475,265273,1305
1776369059.578,264662,1305
1776369059.680,264662,1305
1776369059.783,265601,1305
1776369059.886,261580,1305
1776369059.989,255743,1305
1776369060.093,264662,1305
1776369060.195,264944,1305
1776369060.298,265273,1305
1776369060.401,265875,1305
1776369060.503,266212,1305
1776369060.606,265601,1305
1776369060.708,265273,1305
1776369060.811,273261,1305
1776369060.914,265875,1305
1776369061.017,265273,1305
1776369061.120,265273,1305
1776369061.222,265875,1305
1776369061.325,266212,1305
1776369061.428,265273,1305
1776369061.530,266212,1305
1776369061.633,264662,1305
1776369061.735,266814,1305
1776369061.838,265273,1305
1776369061.942,264944,1305
1776369062.044,265273,1305
1776369062.147,266814,1305
1776369062.250,264944,1305
1776369062.352,264662,1305
1776369062.455,266212,1305
1776369062.557,265875,1305
1776369062.663,267088,1305
1776369062.766,264944,1305
1776369062.868,265875,1305
1776369062.971,266212,1305
1776369063.074,267087,1305
1776369063.176,265544,1305
1776369063.279,265544,1305
1776369063.381,265873,1305
1776369063.484,265544,1305
1776369063.587,276900,1305
1776369063.691,265215,1305
1776369063.794,265215,1305
1776369063.896,265215,1305
1776369063.999,265215,1305
1776369064.101,265215,1305
1776369064.204,265215,1305
1776369064.306,266758,1305
1776369064.409,265215,1305
1776369064.512,265544,1305
1776369064.616,265873,1305
1776369064.718,266147,1305
1776369064.821,265215,1305
1776369064.926,265215,1305
1776369065.028,266147,1305
1776369065.131,265873,1305
1776369065.234,265873,1305
1776369065.337,265873,1305
1776369065.441,265873,1305
1776369065.544,266758,1305
1776369065.647,266147,1305
1776369065.749,265544,1305
1776369065.852,265215,1305
1776369065.955,271998,1305
1776369066.057,265215,1305
1776369066.160,265215,1305
1776369066.263,265544,1305
1776369066.365,265873,1305
1776369066.468,265873,1305
1776369066.571,265215,1305
1776369066.673,265873,1305
1776369066.776,265544,1305
1776369066.878,276571,1305
1776369066.981,265215,1305
1776369067.084,265873,1305
1776369067.187,264933,1305
1776369067.290,266758,1305
1776369067.393,265215,1305
1776369067.495,265215,1305
1776369067.598,266484,1305
1776369067.701,270784,1305
1776369067.803,267361,1305
1776369067.906,264933,1305
1776369068.008,266147,1305
1776369068.111,265544,1305
1776369068.214,267361,1305
1776369068.316,264933,1305
1776369068.419,265215,1305
1776369068.521,266484,1305
1776369068.624,275961,1305
1776369068.727,265873,1305
1776369068.829,251776,1305
1776369068.932,264662,1305
1776369069.034,265273,1305
1776369069.137,266212,1305
1776369069.241,265601,1305
1776369069.344,265601,1305
1776369069.448,265875,1305
1776369069.550,266485,1305
1776369069.655,268966,1305
1776369069.757,265875,1305
1776369069.860,265273,1305
1776369069.963,267088,1305
1776369070.067,265601,1305
1776369070.169,264944,1305
1776369070.272,265601,1305
1776369070.375,266485,1305
1776369070.477,265875,1305
1776369070.580,268355,1305
1776369070.683,264944,1305
1776369070.785,265875,1305
1776369070.888,266814,1305
1776369070.991,264944,1305
1776369071.094,265273,1305
1776369071.196,265273,1305
1776369071.299,266485,1305
1776369071.402,265273,1305
1776369071.505,265875,1305
1776369071.607,266212,1305
1776369071.710,265875,1305
1776369071.813,267416,1305
1776369071.916,265273,1305
1776369072.019,265875,1305
1776369072.121,264944,1305
1776369072.224,267416,1305
1776369072.326,276006,1305
1776369072.429,265875,1305
1776369072.532,266485,1305
1776369072.634,266212,1305
1776369072.737,265875,1305
1776369072.841,265601,1305
1776369072.943,265273,1305
1776369073.046,266814,1305
1776369073.148,266485,1305
1776369073.251,266212,1305
1776369073.354,265875,1305
1776369073.456,266485,1305
1776369073.559,265273,1305
1776369073.661,264662,1305
1776369073.764,266212,1305
1776369073.867,265601,1305
1776369073.970,265875,1305
1776369074.072,266814,1305
1776369074.175,265273,1305
1776369074.277,267088,1305
1776369074.380,265601,1305
1776369074.483,265603,1305
1776369074.585,266485,1305
1776369074.689,266212,1305
1776369074.792,267416,1305
1776369074.895,265273,1305
1776369074.998,266212,1305
1776369075.100,265273,1305
1776369075.203,267416,1305
1776369075.306,264944,1305
1776369075.408,265875,1305
1776369075.511,265601,1305
1776369075.614,266814,1305
1776369075.717,268966,1305
1776369075.820,237951,1305
1776369075.923,264060,1305
1776369076.025,264944,1305
1776369076.128,266814,1305
1776369076.230,265875,1305
1776369076.333,265273,1305
1776369076.436,265273,1305
1776369076.539,266212,1305
1776369076.642,265273,1305
1776369076.744,269568,1305
1776369076.847,266212,1305
1776369076.949,266212,1305
1776369077.052,267753,1305
1776369077.155,265601,1305
1776369077.257,265601,1305
1776369077.360,266212,1305
1776369077.463,267088,1305
1776369077.566,268355,1305
1776369077.669,265273,1305
1776369077.772,266212,1305
1776369077.875,266485,1305
1776369077.978,265273,1305
1776369078.081,265601,1305
1776369078.184,265273,1305
1776369078.287,266212,1305
1776369078.392,266485,1305
1776369078.494,265601,1305
1776369078.597,267088,1305
1776369078.700,266814,1305
1776369078.802,265875,1305
1776369078.905,264944,1305
1776369079.007,266212,1305
1776369079.110,266212,1305
1776369079.213,265601,1305
1776369079.316,265601,1305
1776369079.419,265273,1305
1776369079.521,266212,1305
1776369079.624,265601,1305
1776369079.727,265875,1305
1776369079.829,265273,1305
1776369079.932,267088,1305
1776369080.035,264944,1305
1776369080.137,265601,1305
1776369080.241,265875,1305
1776369080.344,265601,1305
1776369080.446,267416,1305
1776369080.549,265273,1305
1776369080.652,264944,1305
1776369080.754,266212,1305
1776369080.857,265875,1305
1776369080.959,268966,1305
1776369081.062,264662,1305
1776369081.166,266485,1305
1776369081.268,265875,1305
1776369081.371,265875,1305
1776369081.473,265273,1305
1776369081.576,265273,1305
1776369081.679,266485,1305
1776369081.781,265601,1305
1776369081.884,265273,1305
1776369081.987,265601,1305
1776369082.091,266485,1305
1776369082.194,265601,1305
1776369082.296,264933,1305
1776369082.399,266484,1305
1776369082.503,265873,1305
1776369082.606,267690,1305
1776369082.708,264933,1305
1776369082.811,264604,1305
1776369082.916,267087,1305
1776369083.018,265215,1305
1776369083.121,265544,1305
1776369083.223,267087,1305
1776369083.326,266484,1305
1776369083.428,264933,1305
1776369083.532,265544,1305
1776369083.634,266484,1305
1776369083.737,265873,1305
1776369083.840,265544,1305
1776369083.943,265544,1305
1776369084.045,265873,1305
1776369084.148,265873,1305
1776369084.251,266758,1305
1776369084.353,265215,1305
1776369084.456,274472,1305
1776369084.558,266758,1305
1776369084.661,265215,1305
1776369084.764,265215,1305
1776369084.867,264933,1305
1776369084.969,265215,1305
1776369085.072,266147,1305
1776369085.174,265215,1305
1776369085.277,265544,1305
1776369085.380,265215,1305
1776369085.482,267361,1305
1776369085.585,265215,1305
1776369085.688,265544,1305
1776369085.791,266484,1305
1776369085.894,265873,1305
1776369085.997,266484,1305
1776369086.099,265544,1305
1776369086.202,266484,1305
1776369086.304,265544,1305
1776369086.407,267690,1305
1776369086.509,264933,1305
1776369086.612,265544,1305
1776369086.716,265215,1305
1776369086.819,266147,1305
1776369086.922,266758,1305
1776369087.024,266147,1305
1776369087.127,265873,1305
1776369087.229,265544,1305
1776369087.332,268027,1305
1776369087.434,264933,1305
1776369087.537,265544,1305
1776369087.640,266758,1305
1776369087.744,268027,1305
1776369087.846,265873,1305
1776369087.949,266484,1305
1776369088.051,266147,1305
1776369088.154,265544,1305
1776369088.257,265873,1305
1776369088.360,266758,1305
1776369088.462,266147,1305
1776369088.567,276297,1305
1776369088.669,265873,1305
1776369088.772,265544,1305
1776369088.875,266484,1305
1776369088.977,265215,1305
1776369089.080,265873,1305
1776369089.182,265873,1305
1776369089.285,266484,1305
1776369089.388,265544,1305
1776369089.491,265601,1305
1776369089.594,264944,1305
1776369089.697,267088,1305
1776369089.800,266212,1305
1776369089.902,265601,1305
1776369090.005,265875,1305
1776369090.107,265601,1305
1776369090.210,267088,1305
1776369090.313,265601,1305
1776369090.416,265875,1305
1776369090.519,266212,1305
1776369090.621,266814,1305
1776369090.724,265601,1305
1776369090.827,264662,1305
