timestamp_s,power_mw,sm_clock_mhz
1776363881.942,54862,480
1776363882.045,103003,480
1776363882.148,139518,480
1776363882.251,142608,480
1776363882.354,138313,480
1776363882.456,142608,480
1776363882.559,138915,480
1776363882.662,144149,480
1776363882.765,141067,480
1776363882.870,125419,480
1776363882.973,135559,480
1776363883.076,134291,480
1776363883.179,138313,480
1776363883.282,132805,480
1776363883.384,137374,480
1776363883.487,128501,480
1776363883.590,137100,480
1776363883.701,138587,480
1776363883.803,134291,480
1776363883.906,137976,480
1776363884.009,131537,480
1776363884.112,136764,480
1776363884.215,139518,480
1776363884.317,134620,480
1776363884.420,138915,480
1776363884.523,140456,480
1776363884.626,138313,480
1776363884.729,139854,480
1776363884.831,140456,480
1776363884.934,139189,480
1776363885.037,141998,480
1776363885.140,139189,480
1776363885.244,140128,480
1776363885.348,138915,480
1776363885.452,139854,480
1776363885.554,139854,480
1776363885.657,138915,480
1776363885.760,138313,480
1776363885.863,140456,480
1776363885.966,139854,480
1776363886.068,140456,480
1776363886.171,139854,480
1776363886.274,140128,480
1776363886.378,138915,480
1776363886.481,140128,480
1776363886.584,139518,480
1776363886.686,139854,480
1776363886.789,140730,480
1776363886.892,138915,480
1776363886.995,141524,480
1776363887.097,139047,480
1776363887.200,140922,480
1776363887.303,139375,480
1776363887.406,140922,480
1776363887.509,139047,480
1776363887.612,139189,480
1776363887.714,139711,480
1776363887.817,139711,480
1776363887.920,141524,480
1776363888.023,138445,480
1776363888.125,141524,480
1776363888.235,138773,480
1776363888.337,139985,480
1776363888.440,139047,480
1776363888.543,140922,480
1776363888.645,139518,480
1776363888.748,140586,480
1776363888.851,139375,480
1776363888.954,138773,480
1776363889.057,142126,480
1776363889.160,139711,480
1776363889.262,139985,480
1776363889.365,139985,480
1776363889.468,140922,480
1776363889.571,139232,480
1776363889.674,141052,480
1776363889.779,138631,480
1776363889.883,139232,480
1776363889.985,138904,480
1776363890.088,140169,480
1776363890.191,140442,480
1776363890.295,139985,480
1776363890.398,138171,480
1776363890.500,141196,480
1776363890.603,139711,480
1776363890.706,140313,480
1776363890.809,138773,480
