timestamp_s,power_mw,sm_clock_mhz
1776367973.472,61827,1125
1776367973.574,62101,1125
1776367973.677,254517,1125
1776367973.780,267361,1125
1776367973.931,239096,1125
1776367974.034,206811,1125
1776367974.137,224310,1125
1776367974.240,223699,1125
1776367974.343,223095,1125
1776367974.445,222154,1125
1776367974.548,224310,1125
1776367974.651,224310,1125
1776367974.753,220610,1125
1776367974.856,223699,1125
1776367974.959,223095,1125
1776367975.061,218179,1125
1776367975.164,224310,1125
1776367975.267,223424,1125
1776367975.369,216360,1125
1776367975.473,224914,1125
1776367975.575,223699,1125
1776367975.678,223470,1125
1776367975.781,223196,1125
1776367975.884,224081,1125
1776367975.986,224081,1125
1776367976.089,224081,1125
1776367976.191,223807,1125
1776367976.294,223470,1125
1776367976.397,223807,1125
1776367976.500,223807,1125
1776367976.602,223807,1125
1776367976.705,223196,1125
1776367976.808,224410,1125
1776367976.911,224081,1125
1776367977.013,223470,1125
1776367977.116,224081,1125
1776367977.219,225013,1125
1776367977.321,224684,1125
1776367977.424,224081,1125
1776367977.527,223807,1125
1776367977.629,225013,1125
1776367977.732,225013,1125
1776367977.836,224684,1125
1776367977.939,223579,1125
1776367978.041,224181,1125
1776367978.144,225120,1125
1776367978.246,224455,1125
1776367978.349,223242,1125
1776367978.452,223852,1125
1776367978.554,224784,1125
1776367978.658,224455,1125
1776367978.760,224784,1125
1776367978.863,223579,1125
1776367978.965,224455,1125
1776367979.068,216521,1125
1776367979.171,224554,1125
1776367979.273,224890,1125
1776367979.376,221201,1125
1776367979.479,225765,1125
1776367979.581,224455,1125
1776367979.686,224181,1125
1776367979.789,224455,1125
1776367979.892,224890,1125
1776367979.994,223952,1125
1776367980.097,225163,1125
1776367980.199,224554,1125
1776367980.302,224554,1125
1776367980.405,225492,1125
1776367980.508,224554,1125
1776367980.610,223624,1125
1776367980.713,224225,1125
1776367980.816,224890,1125
1776367980.918,225492,1125
1776367981.021,224890,1125
1776367981.124,224890,1125
1776367981.226,224554,1125
1776367981.329,224554,1125
1776367981.431,225163,1125
1776367981.536,221201,1125
1776367981.638,226101,1125
1776367981.741,223624,1125
1776367981.844,219333,1125
1776367981.946,224225,1125
1776367982.049,224890,1125
1776367982.152,222740,1125
1776367982.254,224890,1125
1776367982.357,225163,1125
1776367982.460,224890,1125
1776367982.563,226101,1125
1776367982.666,224225,1125
1776367982.768,225163,1125
1776367982.871,222740,1125
1776367982.974,224890,1125
1776367983.076,224225,1125
1776367983.179,224554,1125
1776367983.282,225163,1125
1776367983.385,224225,1125
1776367983.488,224890,1125
1776367983.590,224890,1125
1776367983.693,223624,1125
1776367983.795,222412,1125
1776367983.898,224554,1125
1776367984.000,224554,1125
1776367984.103,224554,1125
1776367984.206,225163,1125
1776367984.310,224890,1125
1776367984.413,226101,1125
1776367984.516,224554,1125
1776367984.619,225492,1125
1776367984.721,223014,1125
1776367984.824,225765,1125
1776367984.927,224554,1125
1776367985.029,224890,1125
1776367985.132,224225,1125
1776367985.235,224554,1125
1776367985.338,226101,1125
1776367985.440,224890,1125
1776367985.543,224554,1125
1776367985.646,225163,1125
1776367985.749,224890,1125
1776367985.851,225492,1125
1776367985.954,224554,1125
1776367986.057,224890,1125
1776367986.161,223350,1125
1776367986.263,225163,1125
1776367986.366,224890,1125
1776367986.468,223624,1125
1776367986.571,225492,1125
1776367986.674,223952,1125
1776367986.776,223952,1125
1776367986.879,223952,1125
1776367986.982,224890,1125
1776367987.085,223350,1125
1776367987.188,225765,1125
1776367987.291,224554,1125
1776367987.394,224225,1125
1776367987.496,225765,1125
1776367987.599,224890,1125
1776367987.702,226101,1125
1776367987.805,224225,1125
1776367987.907,225492,1125
1776367988.010,223624,1125
1776367988.113,225765,1125
1776367988.215,224225,1125
1776367988.318,224225,1125
1776367988.420,226375,1125
1776367988.523,224890,1125
1776367988.626,226375,1125
1776367988.728,224554,1125
1776367988.831,225163,1125
1776367988.935,223952,1125
1776367989.038,225765,1125
1776367989.140,224225,1125
1776367989.243,224225,1125
1776367989.345,224181,1125
1776367989.448,224784,1125
1776367989.551,224181,1125
1776367989.653,224455,1125
1776367989.756,222029,1125
1776367989.860,223852,1125
1776367989.962,224784,1125
1776367990.065,225394,1125
1776367990.169,224181,1125
1776367990.271,219886,1125
1776367990.374,223852,1125
1776367990.476,224784,1125
1776367990.579,216193,1125
1776367990.682,224455,1125
1776367990.785,224784,1125
1776367990.887,221701,1125
1776367990.990,224784,1125
1776367991.093,224455,1125
1776367991.195,219557,1125
1776367991.298,224181,1125
1776367991.400,225120,1125
1776367991.503,216193,1125
1776367991.606,224784,1125
1776367991.710,224455,1125
1776367991.812,218344,1125
1776367991.915,225722,1125
1776367992.018,223852,1125
1776367992.120,220488,1125
1776367992.223,224181,1125
1776367992.327,224181,1125
1776367992.430,224784,1125
1776367992.535,225120,1125
1776367992.637,224784,1125
1776367992.740,225120,1125
1776367992.843,225996,1125
1776367992.945,223852,1125
1776367993.048,225120,1125
1776367993.150,224181,1125
1776367993.253,224181,1125
1776367993.356,224455,1125
1776367993.459,220160,1125
