timestamp_s,power_mw,sm_clock_mhz
1776369480.902,76339,1365
1776369481.007,76339,1365
1776369481.109,417058,1335
1776369481.212,409703,1320
1776369481.367,278800,1365
1776369481.470,253737,1365
1776369481.573,288584,1365
1776369481.675,288310,1365
1776369481.778,289521,1365
1776369481.880,290122,1365
1776369481.983,288584,1365
1776369482.086,288584,1365
1776369482.188,288584,1365
1776369482.291,290731,1365
1776369482.393,290122,1365
1776369482.496,289849,1365
1776369482.600,288310,1365
1776369482.703,289193,1365
1776369482.806,290122,1365
1776369482.908,289849,1365
1776369483.011,281549,1365
1776369483.114,286163,1365
1776369483.217,287982,1365
1776369483.319,273303,1365
1776369483.422,288310,1365
1776369483.526,289521,1365
1776369483.628,290458,1365
1776369483.731,290122,1365
1776369483.834,289521,1365
1776369483.936,289521,1365
1776369484.039,290122,1365
1776369484.141,290419,1365
1776369484.244,290122,1365
1776369484.347,291059,1365
1776369484.450,289521,1365
1776369484.553,289521,1365
1776369484.655,289849,1365
1776369484.758,291332,1365
1776369484.860,291660,1365
1776369484.963,289193,1365
1776369485.066,289849,1365
1776369485.168,290122,1365
1776369485.271,290458,1365
1776369485.375,302989,1365
1776369485.478,290458,1365
1776369485.580,291059,1365
1776369485.683,289849,1365
1776369485.785,290731,1365
1776369485.888,290122,1365
1776369485.991,290122,1365
1776369486.093,289849,1365
1776369486.196,290731,1365
1776369486.300,292269,1365
1776369486.402,289817,1365
1776369486.505,289817,1365
1776369486.608,290755,1365
1776369486.710,248768,1365
1776369486.813,289489,1365
1776369486.916,290146,1365
1776369487.018,290419,1365
1776369487.121,290146,1365
1776369487.225,290146,1365
1776369487.327,289817,1365
1776369487.430,290419,1365
1776369487.533,289817,1365
1776369487.636,289817,1365
1776369487.739,291631,1365
1776369487.842,292295,1365
1776369487.945,290146,1365
1776369488.049,289817,1365
1776369488.152,290419,1365
1776369488.254,292295,1365
1776369488.357,291029,1365
1776369488.460,289817,1365
1776369488.563,289817,1365
1776369488.665,290755,1365
1776369488.768,290419,1365
1776369488.871,290146,1365
1776369488.974,290146,1365
1776369489.077,290755,1365
1776369489.180,289817,1365
1776369489.282,290419,1365
1776369489.385,290755,1365
1776369489.488,305113,1365
1776369489.590,290146,1365
1776369489.693,289489,1365
1776369489.796,291631,1365
1776369489.901,289817,1365
1776369490.003,289489,1365
1776369490.106,290755,1365
1776369490.209,290755,1365
1776369490.311,290419,1365
1776369490.414,291959,1365
1776369490.516,289817,1365
1776369490.619,290419,1365
1776369490.722,290146,1365
1776369490.824,291357,1365
1776369490.927,304511,1365
1776369491.029,290146,1365
1776369491.132,290146,1365
1776369491.235,290419,1365
1776369491.337,291357,1365
1776369491.440,291959,1365
1776369491.542,289817,1365
1776369491.645,289817,1365
1776369491.749,291029,1365
1776369491.852,291631,1365
1776369491.955,289489,1365
1776369492.057,290146,1365
1776369492.161,290419,1365
1776369492.263,290146,1365
1776369492.366,290146,1365
1776369492.469,291631,1365
1776369492.572,292897,1365
1776369492.674,290146,1365
1776369492.777,289817,1365
1776369492.879,290755,1365
1776369492.982,291357,1365
1776369493.085,291357,1365
1776369493.187,289817,1365
1776369493.290,289489,1365
